"REF_DATE","GEO","DGUID","Farms according to the number of operators reported","Characteristics","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2021","Quebec [PR240000000]","2021A000224","Farms with one operator","Sex - female","Number","223","units","0","v1327223384","248.2.4","2290","","","","0"
"2021","Quebec [PR240000000]","2021A000224","Farms with one operator","Age - under 35 years","Number","223","units","0","v1327223385","248.2.5","855","","","","0"
"2021","Quebec [PR240000000]","2021A000224","Farms with one operator","Age - 35 to 54 years","Number","223","units","0","v1327223386","248.2.6","5665","","","","0"
"2021","Quebec [PR240000000]","2021A000224","Farms with one operator","Age - 55 years and over","Number","223","units","0","v1327223387","248.2.7","9165","","","","0"
"2021","Quebec [PR240000000]","2021A000224","Farms with one operator","Age - average","Number","223","units","0","v1327223388","248.2.8","56.0","","","","1"
"2021","Quebec [PR240000000]","2021A000224","Farms with two or more operators","Total number of farms","Number","223","units","0","v1327223390","248.3.1","12899","","","","0"
"2021","Quebec [PR240000000]","2021A000224","Farms with two or more operators","Total number of farm operators","Number","223","units","0","v1327223391","248.3.2","26595","","","","0"
"2021","Quebec [PR240000000]","2021A000224","Farms with two or more operators","Sex - male","Number","223","units","0","v1327223392","248.3.3","17200","","","","0"
"2021","Quebec [PR240000000]","2021A000224","Farms with two or more operators","Sex - female","Number","223","units","0","v1327223393","248.3.4","9395","","","","0"
"2021","Quebec [PR240000000]","2021A000224","Farms with two or more operators","Age - under 35 years","Number","223","units","0","v1327223394","248.3.5","2790","","","","0"
"2021","Quebec [PR240000000]","2021A000224","Farms with two or more operators","Age - 35 to 54 years","Number","223","units","0","v1327223395","248.3.6","10375","","","","0"
"2021","Quebec [PR240000000]","2021A000224","Farms with two or more operators","Age - 55 years and over","Number","223","units","0","v1327223396","248.3.7","13425","","","","0"
"2021","Quebec [PR240000000]","2021A000224","Farms with two or more operators","Age - average","Number","223","units","0","v1327223397","248.3.8","52.8","","","","1"
"2021","Ontario [PR350000000]","2021A000235","All farms","Total number of farms","Number","223","units","0","v1327244999","1049.1.1","48346","","","","0"
"2021","Ontario [PR350000000]","2021A000235","All farms","Total number of farm operators","Number","223","units","0","v1327245000","1049.1.2","67390","","","","0"
"2021","Ontario [PR350000000]","2021A000235","All farms","Sex - male","Number","223","units","0","v1327245001","1049.1.3","46490","","","","0"
"2021","Ontario [PR350000000]","2021A000235","All farms","Sex - female","Number","223","units","0","v1327245002","1049.1.4","20895","","","","0"
"2021","Ontario [PR350000000]","2021A000235","All farms","Age - under 35 years","Number","223","units","0","v1327245003","1049.1.5","5620","","","","0"
"2021","Ontario [PR350000000]","2021A000235","All farms","Age - 35 to 54 years","Number","223","units","0","v1327245004","1049.1.6","19780","","","","0"
"2021","Ontario [PR350000000]","2021A000235","All farms","Age - 55 years and over","Number","223","units","0","v1327245005","1049.1.7","42000","","","","0"
"2021","Ontario [PR350000000]","2021A000235","All farms","Age - average","Number","223","units","0","v1327245006","1049.1.8","56.7","","","","1"
"2021","Ontario [PR350000000]","2021A000235","Farms with one operator","Total number of farms","Number","223","units","0","v1327245008","1049.2.1","28511","","","","0"
"2021","Ontario [PR350000000]","2021A000235","Farms with one operator","Total number of farm operators","Number","223","units","0","v1327245009","1049.2.2","27430","","","","0"
"2021","Ontario [PR350000000]","2021A000235","Farms with one operator","Sex - male","Number","223","units","0","v1327245010","1049.2.3","23585","","","","0"
"2021","Ontario [PR350000000]","2021A000235","Farms with one operator","Sex - female","Number","223","units","0","v1327245011","1049.2.4","3850","","","","0"
"2021","Ontario [PR350000000]","2021A000235","Farms with one operator","Age - under 35 years","Number","223","units","0","v1327245012","1049.2.5","2205","","","","0"
"2021","Ontario [PR350000000]","2021A000235","Farms with one operator","Age - 35 to 54 years","Number","223","units","0","v1327245013","1049.2.6","7415","","","","0"
"2021","Ontario [PR350000000]","2021A000235","Farms with one operator","Age - 55 years and over","Number","223","units","0","v1327245014","1049.2.7","17820","","","","0"
"2021","Ontario [PR350000000]","2021A000235","Farms with one operator","Age - average","Number","223","units","0","v1327245015","1049.2.8","57.9","","","","1"
"2021","Ontario [PR350000000]","2021A000235","Farms with two or more operators","Total number of farms","Number","223","units","0","v1327245017","1049.3.1","19835","","","","0"
"2021","Ontario [PR350000000]","2021A000235","Farms with two or more operators","Total number of farm operators","Number","223","units","0","v1327245018","1049.3.2","39960","","","","0"
"2021","Ontario [PR350000000]","2021A000235","Farms with two or more operators","Sex - male","Number","223","units","0","v1327245019","1049.3.3","22905","","","","0"
"2021","Ontario [PR350000000]","2021A000235","Farms with two or more operators","Sex - female","Number","223","units","0","v1327245020","1049.3.4","17045","","","","0"
"2021","Ontario [PR350000000]","2021A000235","Farms with two or more operators","Age - under 35 years","Number","223","units","0","v1327245021","1049.3.5","3415","","","","0"
"2021","Ontario [PR350000000]","2021A000235","Farms with two or more operators","Age - 35 to 54 years","Number","223","units","0","v1327245022","1049.3.6","12360","","","","0"
"2021","Ontario [PR350000000]","2021A000235","Farms with two or more operators","Age - 55 years and over","Number","223","units","0","v1327245023","1049.3.7","24180","","","","0"
"2021","Ontario [PR350000000]","2021A000235","Farms with two or more operators","Age - average","Number","223","units","0","v1327245024","1049.3.8","55.9","","","","1"
"2021","Manitoba [PR460000000]","2021A000246","All farms","Total number of farms","Number","223","units","0","v1327253855","1377.1.1","14543","","","","0"
"2021","Manitoba [PR460000000]","2021A000246","All farms","Total number of farm operators","Number","223","units","0","v1327253856","1377.1.2","19465","","","","0"
"2021","Manitoba [PR460000000]","2021A000246","All farms","Sex - male","Number","223","units","0","v1327253857","1377.1.3","14315","","","","0"
"2021","Manitoba [PR460000000]","2021A000246","All farms","Sex - female","Number","223","units","0","v1327253858","1377.1.4","5150","","","","0"
"2021","Manitoba [PR460000000]","2021A000246","All farms","Age - under 35 years","Number","223","units","0","v1327253859","1377.1.5","2230","","","","0"
"2021","Manitoba [PR460000000]","2021A000246","All farms","Age - 35 to 54 years","Number","223","units","0","v1327253860","1377.1.6","6375","","","","0"
"2021","Manitoba [PR460000000]","2021A000246","All farms","Age - 55 years and over","Number","223","units","0","v1327253861","1377.1.7","10865","","","","0"
"2021","Manitoba [PR460000000]","2021A000246","All farms","Age - average","Number","223","units","0","v1327253862","1377.1.8","54.4","","","","1"
"2021","Manitoba [PR460000000]","2021A000246","Farms with one operator","Total number of farms","Number","223","units","0","v1327253864","1377.2.1","9478","","","","0"
"2021","Manitoba [PR460000000]","2021A000246","Farms with one operator","Total number of farm operators","Number","223","units","0","v1327253865","1377.2.2","9220","","","","0"
"2021","Manitoba [PR460000000]","2021A000246","Farms with one operator","Sex - male","Number","223","units","0","v1327253866","1377.2.3","8225","","","","0"
"2021","Manitoba [PR460000000]","2021A000246","Farms with one operator","Sex - female","Number","223","units","0","v1327253867","1377.2.4","995","","","","0"
"2021","Manitoba [PR460000000]","2021A000246","Farms with one operator","Age - under 35 years","Number","223","units","0","v1327253868","1377.2.5","1165","","","","0"
"2021","Manitoba [PR460000000]","2021A000246","Farms with one operator","Age - 35 to 54 years","Number","223","units","0","v1327253869","1377.2.6","2810","","","","0"
"2021","Manitoba [PR460000000]","2021A000246","Farms with one operator","Age - 55 years and over","Number","223","units","0","v1327253870","1377.2.7","5250","","","","0"
"2021","Manitoba [PR460000000]","2021A000246","Farms with one operator","Age - average","Number","223","units","0","v1327253871","1377.2.8","54.6","","","","1"
"2021","Manitoba [PR460000000]","2021A000246","Farms with two or more operators","Total number of farms","Number","223","units","0","v1327253873","1377.3.1","5065","","","","0"
"2021","Manitoba [PR460000000]","2021A000246","Farms with two or more operators","Total number of farm operators","Number","223","units","0","v1327253874","1377.3.2","10250","","","","0"
"2021","Manitoba [PR460000000]","2021A000246","Farms with two or more operators","Sex - male","Number","223","units","0","v1327253875","1377.3.3","6085","","","","0"
"2021","Manitoba [PR460000000]","2021A000246","Farms with two or more operators","Sex - female","Number","223","units","0","v1327253876","1377.3.4","4160","","","","0"
"2021","Manitoba [PR460000000]","2021A000246","Farms with two or more operators","Age - under 35 years","Number","223","units","0","v1327253877","1377.3.5","1070","","","","0"
"2021","Manitoba [PR460000000]","2021A000246","Farms with two or more operators","Age - 35 to 54 years","Number","223","units","0","v1327253878","1377.3.6","3560","","","","0"
"2021","Manitoba [PR460000000]","2021A000246","Farms with two or more operators","Age - 55 years and over","Number","223","units","0","v1327253879","1377.3.7","5615","","","","0"
"2021","Manitoba [PR460000000]","2021A000246","Farms with two or more operators","Age - average","Number","223","units","0","v1327253880","1377.3.8","54.3","","","","1"
"2021","Saskatchewan [PR470000000]","2021A000247","All farms","Total number of farms","Number","223","units","0","v1327257662","1518.1.1","34128","","","","0"
"2021","Saskatchewan [PR470000000]","2021A000247","All farms","Total number of farm operators","Number","223","units","0","v1327257663","1518.1.2","44140","","","","0"
"2021","Saskatchewan [PR470000000]","2021A000247","All farms","Sex - male","Number","223","units","0","v1327257664","1518.1.3","32130","","","","0"
"2021","Saskatchewan [PR470000000]","2021A000247","All farms","Sex - female","Number","223","units","0","v1327257665","1518.1.4","12010","","","","0"
"2021","Saskatchewan [PR470000000]","2021A000247","All farms","Age - under 35 years","Number","223","units","0","v1327257666","1518.1.5","4305","","","","0"
"2021","Saskatchewan [PR470000000]","2021A000247","All farms","Age - 35 to 54 years","Number","223","units","0","v1327257667","1518.1.6","13065","","","","0"
"2021","Saskatchewan [PR470000000]","2021A000247","All farms","Age - 55 years and over","Number","223","units","0","v1327257668","1518.1.7","26770","","","","0"
"2021","Saskatchewan [PR470000000]","2021A000247","All farms","Age - average","Number","223","units","0","v1327257669","1518.1.8","55.8","","","","1"
"2021","Saskatchewan [PR470000000]","2021A000247","Farms with one operator","Total number of farms","Number","223","units","0","v1327257671","1518.2.1","23169","","","","0"
"2021","Saskatchewan [PR470000000]","2021A000247","Farms with one operator","Total number of farm operators","Number","223","units","0","v1327257672","1518.2.2","22415","","","","0"
"2021","Saskatchewan [PR470000000]","2021A000247","Farms with one operator","Sex - male","Number","223","units","0","v1327257673","1518.2.3","19590","","","","0"
"2021","Saskatchewan [PR470000000]","2021A000247","Farms with one operator","Sex - female","Number","223","units","0","v1327257674","1518.2.4","2820","","","","0"
"2021","Saskatchewan [PR470000000]","2021A000247","Farms with one operator","Age - under 35 years","Number","223","units","0","v1327257675","1518.2.5","2610","","","","0"
"2021","Saskatchewan [PR470000000]","2021A000247","Farms with one operator","Age - 35 to 54 years","Number","223","units","0","v1327257676","1518.2.6","6155","","","","0"
"2021","Saskatchewan [PR470000000]","2021A000247","Farms with one operator","Age - 55 years and over","Number","223","units","0","v1327257677","1518.2.7","13660","","","","0"
"2021","Saskatchewan [PR470000000]","2021A000247","Farms with one operator","Age - average","Number","223","units","0","v1327257678","1518.2.8","56.0","","","","1"
"2021","Saskatchewan [PR470000000]","2021A000247","Farms with two or more operators","Total number of farms","Number","223","units","0","v1327257680","1518.3.1","10959","","","","0"
"2021","Saskatchewan [PR470000000]","2021A000247","Farms with two or more operators","Total number of farm operators","Number","223","units","0","v1327257681","1518.3.2","21725","","","","0"
"2021","Saskatchewan [PR470000000]","2021A000247","Farms with two or more operators","Sex - male","Number","223","units","0","v1327257682","1518.3.3","12540","","","","0"
"2021","Saskatchewan [PR470000000]","2021A000247","Farms with two or more operators","Sex - female","Number","223","units","0","v1327257683","1518.3.4","9185","","","","0"
"2021","Saskatchewan [PR470000000]","2021A000247","Farms with two or more operators","Age - under 35 years","Number","223","units","0","v1327257684","1518.3.5","1695","","","","0"
"2021","Saskatchewan [PR470000000]","2021A000247","Farms with two or more operators","Age - 35 to 54 years","Number","223","units","0","v1327257685","1518.3.6","6910","","","","0"
"2021","Saskatchewan [PR470000000]","2021A000247","Farms with two or more operators","Age - 55 years and over","Number","223","units","0","v1327257686","1518.3.7","13115","","","","0"
"2021","Saskatchewan [PR470000000]","2021A000247","Farms with two or more operators","Age - average","Number","223","units","0","v1327257687","1518.3.8","55.7","","","","1"
"2021","Alberta [PR480000000]","2021A000248","All farms","Total number of farms","Number","223","units","0","v1327266383","1841.1.1","41505","","","","0"
"2021","Alberta [PR480000000]","2021A000248","All farms","Total number of farm operators","Number","223","units","0","v1327266384","1841.1.2","57200","","","","0"
"2021","Alberta [PR480000000]","2021A000248","All farms","Sex - male","Number","223","units","0","v1327266385","1841.1.3","38675","","","","0"
"2021","Alberta [PR480000000]","2021A000248","All farms","Sex - female","Number","223","units","0","v1327266386","1841.1.4","18525","","","","0"
"2021","Alberta [PR480000000]","2021A000248","All farms","Age - under 35 years","Number","223","units","0","v1327266387","1841.1.5","5115","","","","0"
"2021","Alberta [PR480000000]","2021A000248","All farms","Age - 35 to 54 years","Number","223","units","0","v1327266388","1841.1.6","16565","","","","0"
"2021","Alberta [PR480000000]","2021A000248","All farms","Age - 55 years and over","Number","223","units","0","v1327266389","1841.1.7","35515","","","","0"
"2021","Alberta [PR480000000]","2021A000248","All farms","Age - average","Number","223","units","0","v1327266390","1841.1.8","56.5","","","","1"
"2021","Alberta [PR480000000]","2021A000248","Farms with one operator","Total number of farms","Number","223","units","0","v1327266392","1841.2.1","25149","","","","0"
"2021","Alberta [PR480000000]","2021A000248","Farms with one operator","Total number of farm operators","Number","223","units","0","v1327266393","1841.2.2","24445","","","","0"
"2021","Alberta [PR480000000]","2021A000248","Farms with one operator","Sex - male","Number","223","units","0","v1327266394","1841.2.3","20575","","","","0"
"2021","Alberta [PR480000000]","2021A000248","Farms with one operator","Sex - female","Number","223","units","0","v1327266395","1841.2.4","3870","","","","0"
"2021","Alberta [PR480000000]","2021A000248","Farms with one operator","Age - under 35 years","Number","223","units","0","v1327266396","1841.2.5","2605","","","","0"
"2021","Alberta [PR480000000]","2021A000248","Farms with one operator","Age - 35 to 54 years","Number","223","units","0","v1327266397","1841.2.6","6315","","","","0"
"2021","Alberta [PR480000000]","2021A000248","Farms with one operator","Age - 55 years and over","Number","223","units","0","v1327266398","1841.2.7","15535","","","","0"
"2021","Alberta [PR480000000]","2021A000248","Farms with one operator","Age - average","Number","223","units","0","v1327266399","1841.2.8","56.9","","","","1"
"2021","Alberta [PR480000000]","2021A000248","Farms with two or more operators","Total number of farms","Number","223","units","0","v1327266401","1841.3.1","16356","","","","0"
"2021","Alberta [PR480000000]","2021A000248","Farms with two or more operators","Total number of farm operators","Number","223","units","0","v1327266402","1841.3.2","32755","","","","0"
"2021","Alberta [PR480000000]","2021A000248","Farms with two or more operators","Sex - male","Number","223","units","0","v1327266403","1841.3.3","18100","","","","0"
"2021","Alberta [PR480000000]","2021A000248","Farms with two or more operators","Sex - female","Number","223","units","0","v1327266404","1841.3.4","14650","","","","0"
"2021","Alberta [PR480000000]","2021A000248","Farms with two or more operators","Age - under 35 years","Number","223","units","0","v1327266405","1841.3.5","2515","","","","0"
"2021","Alberta [PR480000000]","2021A000248","Farms with two or more operators","Age - 35 to 54 years","Number","223","units","0","v1327266406","1841.3.6","10255","","","","0"
"2021","Alberta [PR480000000]","2021A000248","Farms with two or more operators","Age - 55 years and over","Number","223","units","0","v1327266407","1841.3.7","19980","","","","0"
"2021","Alberta [PR480000000]","2021A000248","Farms with two or more operators","Age - average","Number","223","units","0","v1327266408","1841.3.8","56.2","","","","1"
"2021","British Columbia [PR590000000]","2021A000259","All farms","Total number of farms","Number","223","units","0","v1327269083","1941.1.1","15841","","","","0"
"2021","British Columbia [PR590000000]","2021A000259","All farms","Total number of farm operators","Number","223","units","0","v1327269084","1941.1.2","23680","","","","0"
"2021","British Columbia [PR590000000]","2021A000259","All farms","Sex - male","Number","223","units","0","v1327269085","1941.1.3","14290","","","","0"
"2021","British Columbia [PR590000000]","2021A000259","All farms","Sex - female","Number","223","units","0","v1327269086","1941.1.4","9390","","","","0"
"2021","British Columbia [PR590000000]","2021A000259","All farms","Age - under 35 years","Number","223","units","0","v1327269087","1941.1.5","1210","","","","0"
"2021","British Columbia [PR590000000]","2021A000259","All farms","Age - 35 to 54 years","Number","223","units","0","v1327269088","1941.1.6","6805","","","","0"
"2021","British Columbia [PR590000000]","2021A000259","All farms","Age - 55 years and over","Number","223","units","0","v1327269089","1941.1.7","15670","","","","0"
"2021","British Columbia [PR590000000]","2021A000259","All farms","Age - average","Number","223","units","0","v1327269090","1941.1.8","57.8","","","","1"
"2021","British Columbia [PR590000000]","2021A000259","Farms with one operator","Total number of farms","Number","223","units","0","v1327269092","1941.2.1","8248","","","","0"
"2021","British Columbia [PR590000000]","2021A000259","Farms with one operator","Total number of farm operators","Number","223","units","0","v1327269093","1941.2.2","8095","","","","0"
"2021","British Columbia [PR590000000]","2021A000259","Farms with one operator","Sex - male","Number","223","units","0","v1327269094","1941.2.3","5855","","","","0"
"2021","British Columbia [PR590000000]","2021A000259","Farms with one operator","Sex - female","Number","223","units","0","v1327269095","1941.2.4","2245","","","","0"
"2021","British Columbia [PR590000000]","2021A000259","Farms with one operator","Age - under 35 years","Number","223","units","0","v1327269096","1941.2.5","365","","","","0"
"2021","British Columbia [PR590000000]","2021A000259","Farms with one operator","Age - 35 to 54 years","Number","223","units","0","v1327269097","1941.2.6","1990","","","","0"
"2021","British Columbia [PR590000000]","2021A000259","Farms with one operator","Age - 55 years and over","Number","223","units","0","v1327269098","1941.2.7","5740","","","","0"
"2021","British Columbia [PR590000000]","2021A000259","Farms with one operator","Age - average","Number","223","units","0","v1327269099","1941.2.8","59.5","","","","1"
"2021","British Columbia [PR590000000]","2021A000259","Farms with two or more operators","Total number of farms","Number","223","units","0","v1327269101","1941.3.1","7593","","","","0"
"2021","British Columbia [PR590000000]","2021A000259","Farms with two or more operators","Total number of farm operators","Number","223","units","0","v1327269102","1941.3.2","15585","","","","0"
"2021","British Columbia [PR590000000]","2021A000259","Farms with two or more operators","Sex - male","Number","223","units","0","v1327269103","1941.3.3","8445","","","","0"
"2021","British Columbia [PR590000000]","2021A000259","Farms with two or more operators","Sex - female","Number","223","units","0","v1327269104","1941.3.4","7145","","","","0"
"2021","British Columbia [PR590000000]","2021A000259","Farms with two or more operators","Age - under 35 years","Number","223","units","0","v1327269105","1941.3.5","840","","","","0"
"2021","British Columbia [PR590000000]","2021A000259","Farms with two or more operators","Age - 35 to 54 years","Number","223","units","0","v1327269106","1941.3.6","4820","","","","0"
"2021","British Columbia [PR590000000]","2021A000259","Farms with two or more operators","Age - 55 years and over","Number","223","units","0","v1327269107","1941.3.7","9925","","","","0"
"2021","British Columbia [PR590000000]","2021A000259","Farms with two or more operators","Age - average","Number","223","units","0","v1327269108","1941.3.8","57.0","","","","1"


